Recall,FP_h,TP,FP,evaluator,theta,N,seed,pctl
0.2817631806395851,8.501108647450112,326,213,eval_at,4.877679562568664,10,2,93.0
0.2644770959377701,7.822616407982262,306,196,eval_at,5.169019196033487,10,2,93.5
0.25583405358686256,6.944567627494457,296,174,eval_at,5.470038862228392,10,2,94.0
0.2394122731201383,6.305986696230599,277,158,eval_at,5.81896683216095,10,2,94.5
0.22212618841832324,5.866962305986696,257,147,eval_at,6.228966736793515,10,2,95.0
0.2048401037165082,5.108647450110865,237,128,eval_at,6.731904718875883,10,2,95.5
0.18582541054451165,4.58980044345898,215,115,eval_at,7.367174873352051,10,2,96.0
0.1694036300777874,3.831485587583149,196,96,eval_at,8.181705656051626,10,2,96.5
0.15211754537597233,3.3924611973392462,176,85,eval_at,9.173775482177728,10,2,97.0
0.1365600691443388,2.8337028824833705,158,71,eval_at,10.377084326744082,10,2,97.5
0.11754537597234227,2.354767184035477,136,59,eval_at,11.915377826690671,10,2,98.0
0.09420916162489196,1.75609756097561,109,44,eval_at,14.184829382896423,10,2,98.5
0.06395851339671564,1.2771618625277164,74,32,eval_at,17.157070846557655,10,2,99.0
0.03543647363872083,0.6784922394678493,41,17,eval_at,23.16152465820298,10,2,99.5
0.4399308556611927,42.385809312638585,509,1062,eval_at,0.07220334559679031,10,3,50.0
0.442523768366465,42.465631929046566,512,1064,eval_at,0.09313012689352035,10,3,50.5
0.44511668107173724,42.665188470066525,515,1069,eval_at,0.1123005123436452,10,3,51.0
0.45030250648228176,42.665188470066525,521,1069,eval_at,0.13496645554900172,10,3,51.5
0.449438202247191,42.58536585365854,520,1067,eval_at,0.15643281936645503,10,3,52.0
0.449438202247191,41.906873614190694,520,1050,eval_at,0.1791774407029152,10,3,52.5
0.4511668107173725,41.427937915742795,522,1038,eval_at,0.2030628781020644,10,3,53.0
0.4520311149524633,41.148558758314856,523,1031,eval_at,0.2250650154799223,10,3,53.5
0.4520311149524633,41.228381374722844,523,1033,eval_at,0.24861538022756605,10,3,54.0
0.4546240276577355,41.18847006651885,526,1032,eval_at,0.2712476877868176,10,3,54.5
0.45721694036300775,41.228381374722844,529,1033,eval_at,0.2915184155106545,10,3,55.0
0.45980985306828004,41.228381374722844,532,1033,eval_at,0.31326579958200484,10,3,55.5
0.45721694036300775,41.308203991130824,529,1035,eval_at,0.3387380290031435,10,3,56.0
0.4580812445980985,40.749445676274945,530,1021,eval_at,0.36297955676913246,10,3,56.5
0.45721694036300775,40.709534368070955,529,1020,eval_at,0.38252483546733845,10,3,57.0
0.452895419187554,40.949002217294904,524,1026,eval_at,0.4070034898817539,10,3,57.5
0.4554883318928263,40.54988913525499,527,1016,eval_at,0.4296873450279235,10,3,58.0
0.45721694036300775,40.23059866962306,529,1008,eval_at,0.453556424975395,10,3,58.5
0.46153846153846156,40.390243902439025,534,1012,eval_at,0.4774768456816673,10,3,59.0
0.46326707000864303,40.270509977827054,536,1009,eval_at,0.5035129752755164,10,3,59.5
0.4641313742437338,40.031042128603104,537,1003,eval_at,0.5305212974548338,10,3,60.0
