species,N_days,seed,auc_mean,auc_std,n_folds_used,n_pos_days_total,n_days_used_median
Striped dolphin,4,0,0.3857013592128047,0.25208950278958253,4,9,4
Striped dolphin,4,1,0.6222103959439945,0.3357701974241993,4,9,4
Striped dolphin,4,2,0.6354310538694261,0.23282206217817197,4,9,4
Striped dolphin,4,3,0.5121554464037226,0.3016870001812849,4,9,4
Striped dolphin,4,4,0.6374659999181864,0.1715947947301913,4,9,4
Striped dolphin,4,5,0.47691075418368156,0.15048337389854097,4,9,4
Striped dolphin,4,6,0.761837013277175,0.17817303100036705,4,9,4
Striped dolphin,4,7,0.6821411410963241,0.20517357719939902,4,9,4
Striped dolphin,4,8,0.7390640744226482,0.19260804974689566,4,9,4
Striped dolphin,4,9,0.6754901879815878,0.16470168746587532,4,9,4
Striped dolphin,8,0,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,1,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,2,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,3,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,4,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,5,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,6,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,7,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,8,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,8,9,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,0,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,1,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,2,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,3,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,4,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,5,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,6,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,7,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,8,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,16,9,0.6860860218884772,0.22639175172379533,4,9,7
Striped dolphin,all,0,0.6860860218884772,0.22639175172379533,4,9,7
