Recall,FP_h,TP,FP,evaluator,theta,pctl,theta_q,theta_p,pctl_q,pctl_p
0.32843560933448573,11.21507760532151,380,281,eval_union,,99.5,2.6745355892181393,6.733911137580873,98.0,93.5
0.3146067415730337,10.576496674057651,364,265,eval_union,,99.5,2.6745355892181393,7.210405616760242,98.0,94.0
0.2990492653414002,10.097560975609756,346,253,eval_union,,99.5,2.6745355892181393,7.767701828479767,98.0,94.5
0.28608470181503887,9.818181818181818,331,246,eval_union,,99.5,2.6745355892181393,8.446426439285242,98.0,95.0
0.2610198789974071,9.13968957871397,302,229,eval_union,,99.5,2.6745355892181393,9.173789854049673,98.0,95.5
0.23768366464995677,8.860310421286032,275,222,eval_union,,99.5,2.6745355892181393,10.049182777404791,98.0,96.0
0.21607605877268798,8.301552106430156,250,208,eval_union,,99.5,2.6745355892181393,10.926393294334403,98.0,96.5
0.19273984442523767,7.902439024390245,223,198,eval_union,,99.5,2.6745355892181393,12.192634134292597,98.0,97.0
0.16508210890233363,7.7028824833702885,191,193,eval_union,,99.5,2.6745355892181393,13.360099530220038,98.0,97.5
0.13915298184961106,7.303769401330378,161,183,eval_union,,99.5,2.6745355892181393,14.429577312469451,98.0,98.0
0.10544511668107173,6.745011086474501,122,169,eval_union,,99.5,2.6745355892181393,15.970506649017327,98.0,98.5
0.0847018150388937,6.505543237250555,98,163,eval_union,,99.5,2.6745355892181393,20.09672775268556,98.0,99.0
0.05012964563526361,5.747228381374724,58,144,eval_union,,99.5,2.6745355892181393,27.69619127273558,98.0,99.5
0.5254969749351772,56.15521064301552,608,1407,eval_union,,99.5,2.4292186498641963,0.10904895886778831,97.0,50.0
0.5280898876404494,55.75609756097561,611,1397,eval_union,,99.5,2.4292186498641963,0.1301919303089378,97.0,50.5
0.5280898876404494,56.07538802660754,611,1405,eval_union,,99.5,2.4292186498641963,0.15375760108232508,97.0,51.0
0.5306828003457217,55.95565410199557,614,1402,eval_union,,99.5,2.4292186498641963,0.17413908205926418,97.0,51.5
0.5298184961106309,56.35476718403548,613,1412,eval_union,,99.5,2.4292186498641963,0.1974159896373749,97.0,52.0
0.5298184961106309,56.59423503325943,613,1418,eval_union,,99.5,2.4292186498641963,0.21588158383965503,97.0,52.5
0.5341400172860847,56.23503325942351,618,1409,eval_union,,99.5,2.4292186498641963,0.23861214056611066,97.0,53.0
0.5358686257562663,56.03547671840355,620,1404,eval_union,,99.5,2.4292186498641963,0.26185544788837434,97.0,53.5
