Recall,FP_h,TP,FP,evaluator,th,enc_name,sname
0.032843560933448576,8.700665188470067,38,218,eval_at,2.3407958006858824,OceanBEATs_fixed_valref,Mahalanobis_z
0.027657735522904063,7.623059866962307,32,191,eval_at,2.43780859708786,OceanBEATs_fixed_valref,Mahalanobis_z
0.023336214347450302,6.3458980044345905,27,159,eval_at,2.5502031028270724,OceanBEATs_fixed_valref,Mahalanobis_z
0.018150388936905792,5.228381374722838,21,131,eval_at,2.695876388549803,OceanBEATs_fixed_valref,Mahalanobis_z
0.01296456352636128,3.9512195121951224,15,99,eval_at,2.869322576522827,OceanBEATs_fixed_valref,Mahalanobis_z
0.00950734658599827,2.674057649667406,11,67,eval_at,3.1364840459823635,OceanBEATs_fixed_valref,Mahalanobis_z
0.007778738115816767,1.0776053215077606,9,27,eval_at,3.5351839065551545,OceanBEATs_fixed_valref,Mahalanobis_z
0.2549697493517718,54.55875831485588,295,1367,eval_at,-0.008586946874856949,OceanBEATs_fixed_valref,CCED2_z
0.24891961970613655,54.35920177383593,288,1362,eval_at,0.009720155969262097,OceanBEATs_fixed_valref,CCED2_z
0.2480553154710458,54.00000000000001,287,1353,eval_at,0.02739743858575829,OceanBEATs_fixed_valref,CCED2_z
0.24719101123595505,53.600886917960096,286,1343,eval_at,0.045139894671738186,OceanBEATs_fixed_valref,CCED2_z
0.25064822817631804,53.32150776053216,290,1336,eval_at,0.061117835640907246,OceanBEATs_fixed_valref,CCED2_z
0.2497839239412273,53.16186252771619,289,1332,eval_at,0.07978326659649633,OceanBEATs_fixed_valref,CCED2_z
0.2497839239412273,53.40133037694014,289,1338,eval_at,0.10075152009725571,OceanBEATs_fixed_valref,CCED2_z
0.24632670700086431,53.52106430155211,285,1341,eval_at,0.11816424533724786,OceanBEATs_fixed_valref,CCED2_z
0.2428694900605013,53.44124168514413,281,1339,eval_at,0.13691237539052983,OceanBEATs_fixed_valref,CCED2_z
0.2428694900605013,53.16186252771619,281,1332,eval_at,0.15555471807718324,OceanBEATs_fixed_valref,CCED2_z
0.2411408815903198,53.08203991130821,279,1330,eval_at,0.1729859150946141,OceanBEATs_fixed_valref,CCED2_z
0.2428694900605013,53.00221729490023,281,1328,eval_at,0.18984275013208401,OceanBEATs_fixed_valref,CCED2_z
0.24200518582541056,52.76274944567628,280,1322,eval_at,0.20956910014152533,OceanBEATs_fixed_valref,CCED2_z
0.23681936041486604,52.76274944567628,274,1322,eval_at,0.22752613559365245,OceanBEATs_fixed_valref,CCED2_z
0.23595505617977527,52.40354767184036,273,1313,eval_at,0.24657072424888601,OceanBEATs_fixed_valref,CCED2_z
0.23249783923941228,52.32372505543238,269,1311,eval_at,0.2641064547002314,OceanBEATs_fixed_valref,CCED2_z
0.23163353500432152,52.64301552106431,268,1319,eval_at,0.28229336917400266,OceanBEATs_fixed_valref,CCED2_z
0.23336214347450301,52.64301552106431,270,1319,eval_at,0.3009526874125001,OceanBEATs_fixed_valref,CCED2_z
0.23336214347450301,52.243902439024396,270,1309,eval_at,0.31850131660699843,OceanBEATs_fixed_valref,CCED2_z
0.23163353500432152,51.645232815964526,268,1294,eval_at,0.33578571140766145,OceanBEATs_fixed_valref,CCED2_z
0.22731201382886776,51.325942350332596,263,1286,eval_at,0.35197976827621447,OceanBEATs_fixed_valref,CCED2_z
0.226447709593777,50.886917960088695,262,1275,eval_at,0.3712284827232361,OceanBEATs_fixed_valref,CCED2_z
0.22212618841832324,50.886917960088695,257,1275,eval_at,0.3915491196513174,OceanBEATs_fixed_valref,CCED2_z
0.22385479688850476,50.527716186252775,259,1266,eval_at,0.4108449290692801,OceanBEATs_fixed_valref,CCED2_z
0.226447709593777,50.567627494456765,262,1267,eval_at,0.4288661307096482,OceanBEATs_fixed_valref,CCED2_z
0.22558340535868626,50.088691796008874,261,1255,eval_at,0.4488469064235687,OceanBEATs_fixed_valref,CCED2_z
0.22731201382886776,49.9689578713969,263,1252,eval_at,0.46678703427314755,OceanBEATs_fixed_valref,CCED2_z
0.22817631806395852,50.128603104212864,264,1256,eval_at,0.48551600441336645,OceanBEATs_fixed_valref,CCED2_z
0.22904062229904926,50.168514412416854,265,1257,eval_at,0.5027477359771729,OceanBEATs_fixed_valref,CCED2_z
0.22385479688850476,49.769401330376944,259,1247,eval_at,0.5224201956391334,OceanBEATs_fixed_valref,CCED2_z
0.22385479688850476,49.41019955654102,259,1238,eval_at,0.5421829849481583,OceanBEATs_fixed_valref,CCED2_z
0.2212618841832325,48.6119733924612,256,1218,eval_at,0.5608256116509438,OceanBEATs_fixed_valref,CCED2_z
0.21607605877268798,48.01330376940133,250,1203,eval_at,0.5797899353504181,OceanBEATs_fixed_valref,CCED2_z
0.21348314606741572,47.97339246119734,247,1202,eval_at,0.5973791950941089,OceanBEATs_fixed_valref,CCED2_z
0.20916162489196197,47.57427937915743,242,1192,eval_at,0.6171736419200897,OceanBEATs_fixed_valref,CCED2_z
0.20743301642178047,47.17516629711752,240,1182,eval_at,0.6373708412051201,OceanBEATs_fixed_valref,CCED2_z
0.20397579948141745,46.8159645232816,236,1173,eval_at,0.6577072072029119,OceanBEATs_fixed_valref,CCED2_z
0.20138288677614521,46.29711751662972,233,1160,eval_at,0.6777746656537058,OceanBEATs_fixed_valref,CCED2_z
